aligned_id,status,tiff_name,tiff_time_iso,video_time_s,video_time,video_frame_index,thermal_source_path,thermal_tiff_path,thermal_png_path,video_png_path,overlay_png_path,visual_score,thermal_edge_density,video_edge_density,mask_80c_path,mask_positive_pixels,mask_positive_fraction
000001_20260226_033924,exported,20260226_033924.tiff,2026-02-26 03:39:24,24.527886710239653,00:00:24.528,736,raw/thermal/20260226_033924.tiff,processed/aligned/000001_20260226_033924/thermal.tiff,processed/aligned/000001_20260226_033924/thermal.png,processed/aligned/000001_20260226_033924/video.png,processed/aligned/000001_20260226_033924/overlay.png,0.14588701725006104,0.0,0.01671142578125,processed/aligned/000001_20260226_033924/mask_80c.png,0,0.0
000002_20260226_033925,exported,20260226_033925.tiff,2026-02-26 03:39:25,25.52897603485839,00:00:25.529,766,raw/thermal/20260226_033925.tiff,processed/aligned/000002_20260226_033925/thermal.tiff,processed/aligned/000002_20260226_033925/thermal.png,processed/aligned/000002_20260226_033925/video.png,processed/aligned/000002_20260226_033925/overlay.png,0.4314195141196251,0.1469573974609375,0.3382568359375,processed/aligned/000002_20260226_033925/mask_80c.png,0,0.0
000003_20260226_033926,exported,20260226_033926.tiff,2026-02-26 03:39:26,26.530065359477124,00:00:26.530,796,raw/thermal/20260226_033926.tiff,processed/aligned/000003_20260226_033926/thermal.tiff,processed/aligned/000003_20260226_033926/thermal.png,processed/aligned/000003_20260226_033926/video.png,processed/aligned/000003_20260226_033926/overlay.png,0.5510532706975937,0.3731048583984375,0.58336181640625,processed/aligned/000003_20260226_033926/mask_80c.png,0,0.0
000004_20260226_033927,exported,20260226_033927.tiff,2026-02-26 03:39:27,27.531154684095863,00:00:27.531,826,raw/thermal/20260226_033927.tiff,processed/aligned/000004_20260226_033927/thermal.tiff,processed/aligned/000004_20260226_033927/thermal.png,processed/aligned/000004_20260226_033927/video.png,processed/aligned/000004_20260226_033927/overlay.png,0.5467604398727417,0.455126953125,0.508453369140625,processed/aligned/000004_20260226_033927/mask_80c.png,0,0.0
000005_20260226_033928,exported,20260226_033928.tiff,2026-02-26 03:39:28,28.5322440087146,00:00:28.532,856,raw/thermal/20260226_033928.tiff,processed/aligned/000005_20260226_033928/thermal.tiff,processed/aligned/000005_20260226_033928/thermal.png,processed/aligned/000005_20260226_033928/video.png,processed/aligned/000005_20260226_033928/overlay.png,0.529334731400013,0.4931121826171875,0.4552978515625,processed/aligned/000005_20260226_033928/mask_80c.png,0,0.0
000006_20260226_033929,exported,20260226_033929.tiff,2026-02-26 03:39:29,29.533333333333335,00:00:29.533,886,raw/thermal/20260226_033929.tiff,processed/aligned/000006_20260226_033929/thermal.tiff,processed/aligned/000006_20260226_033929/thermal.png,processed/aligned/000006_20260226_033929/video.png,processed/aligned/000006_20260226_033929/overlay.png,0.5125140473246574,0.378717041015625,0.4890594482421875,processed/aligned/000006_20260226_033929/mask_80c.png,0,0.0
000007_20260226_033930,exported,20260226_033930.tiff,2026-02-26 03:39:30,30.53442265795207,00:00:30.534,916,raw/thermal/20260226_033930.tiff,processed/aligned/000007_20260226_033930/thermal.tiff,processed/aligned/000007_20260226_033930/thermal.png,processed/aligned/000007_20260226_033930/video.png,processed/aligned/000007_20260226_033930/overlay.png,0.4956709071993828,0.359088134765625,0.4773681640625,processed/aligned/000007_20260226_033930/mask_80c.png,0,0.0
000008_20260226_033931,exported,20260226_033931.tiff,2026-02-26 03:39:31,31.535511982570807,00:00:31.536,946,raw/thermal/20260226_033931.tiff,processed/aligned/000008_20260226_033931/thermal.tiff,processed/aligned/000008_20260226_033931/thermal.png,processed/aligned/000008_20260226_033931/video.png,processed/aligned/000008_20260226_033931/overlay.png,0.4467816650867462,0.265899658203125,0.4396759033203125,processed/aligned/000008_20260226_033931/mask_80c.png,0,0.0
000009_20260226_033932,exported,20260226_033932.tiff,2026-02-26 03:39:32,32.53660130718954,00:00:32.537,976,raw/thermal/20260226_033932.tiff,processed/aligned/000009_20260226_033932/thermal.tiff,processed/aligned/000009_20260226_033932/thermal.png,processed/aligned/000009_20260226_033932/video.png,processed/aligned/000009_20260226_033932/overlay.png,0.4616123139858246,0.2601715087890625,0.45760498046875,processed/aligned/000009_20260226_033932/mask_80c.png,0,0.0
000010_20260226_033933,exported,20260226_033933.tiff,2026-02-26 03:39:33,33.537690631808275,00:00:33.538,1006,raw/thermal/20260226_033933.tiff,processed/aligned/000010_20260226_033933/thermal.tiff,processed/aligned/000010_20260226_033933/thermal.png,processed/aligned/000010_20260226_033933/video.png,processed/aligned/000010_20260226_033933/overlay.png,0.44441358000040054,0.2781341552734375,0.432196044921875,processed/aligned/000010_20260226_033933/mask_80c.png,0,0.0
