search_order,candidate_video_frame_index,candidate_video_time_s,candidate_video_time,distance_from_anchor_s,aggregate_score,center_score,min_window_score,pad_geometry_mean,masked_visual_mean,full_visual_mean,center_pad_geometry_score,center_pad_center_error_px,center_pad_center_error_ratio,center_pad_radius_error_ratio,center_pad_ring_iou,center_pad_thermal_circle_rank,video_circle_source,video_circle_confidence,video_circle_partial,video_circle_smoothed,thermal_circle_confirmed,manual_circle_source,selected_rank,geometry_hard_pass,aggregation,strategy_rank,evaluated_strategy_count,candidate_strategy_count,circle_filter_applied,min_circle_alignment,transform_type,spatial_score,crop_x,crop_y,crop_w,crop_h,thermal_edge_density,video_edge_density,base_similarity,circle_alignment,pad_center_error_px,pad_center_error_ratio,pad_radius_error_ratio,pad_ring_iou,pad_geometry_score,pad_geometry_hard_pass,pad_thermal_circle_rank,keypoint_matches,keypoint_inliers,source_tiff,score_tiff_m2,score_tiff_m1,score_tiff_p0,score_tiff_p1,score_tiff_p2,rank
41,17035,567.8333333333334,00:09:27.833,-0.16666666666662877,0.38250376447549117,0.8556918483916993,0.11372206698236532,0.5545244770204631,0.6956998497247696,0.5475531607866287,0.9695832598582408,0.11246577662701976,0.003327389841036088,0.03089592689074349,0.9340203607171712,-1,arc_fit,0.5822683964099448,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9695832598582408,1037,549,1841,1444,0.4959753787878788,0.5539772727272727,0.0,0.9695832598582408,0.11246577662701976,0.003327389841036088,0.03089592689074349,0.9340203607171712,0.9695832598582408,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11557294289063297,0.7124646004896479,0.8556918483916993,0.11372206698236532,0.11506736362311032,1
46,17040,568.0,00:09:28,0.0,0.3808645984048568,0.8542950755019783,0.10830928294970488,0.5523180125134263,0.676168930530548,0.5422994911670684,0.9686849802212529,0.14602901455637068,0.00432038504604647,0.030949061675173004,0.9325473745299697,-1,arc_fit,0.5704497766991461,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9686849802212529,1028,542,1858,1458,0.4959753787878788,0.5377096861471862,0.0,0.9686849802212529,0.14602901455637068,0.00432038504604647,0.030949061675173004,0.9325473745299697,0.9686849802212529,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11549557289396119,0.7143374307252826,0.8542950755019783,0.11188562995335745,0.10830928294970488,2
42,17036,567.8666666666667,00:09:27.867,-0.13333333333332575,0.37822632505331416,0.8547850114287076,0.11284925378933577,0.5480056415681439,0.6862093448638916,0.5469405442476273,0.9687859297075543,0.13890178037581244,0.004109520129461907,0.030954818242161196,0.9328190333157661,-1,arc_fit,0.5835654980664107,False,False,True,manual_coordinates,-1,True,mean,9,15,182,True,0.5,crop_resize,0.9687859297075543,1037,552,1838,1441,0.4959753787878788,0.5508996212121212,0.0,0.9687859297075543,0.13890178037581244,0.004109520129461907,0.030954818242161196,0.9328190333157661,0.9687859297075543,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11384586230434408,0.6959737261600052,0.8547850114287076,0.11367777158417834,0.11284925378933577,3
40,17034,567.8,00:09:27.800,-0.20000000000004547,0.3744460771871906,0.8558764897951318,0.11002223605669276,0.5433895106221762,0.6796015441417694,0.5433629751205444,0.9678263791354547,0.17082128718310596,0.0050538842361865675,0.030948283809845403,0.9314112361952734,-1,arc_fit,0.5716439671092683,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9678263791354547,1046,540,1808,1476,0.4959753787878788,0.546976461038961,0.0,0.9678263791354547,0.17082128718310596,0.0050538842361865675,0.030948283809845403,0.9314112361952734,0.9678263791354547,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11445929880265447,0.6780309156996198,0.8558764897951318,0.11002223605669276,0.11384144558185413,4
51,17045,568.1666666666666,00:09:28.167,0.16666666666662877,0.36992028883530254,0.8629642526246754,0.11018870687220463,0.5273027260743387,0.7031558662652969,0.5489096194505692,0.9683249195321472,0.16453761169808293,0.004867976677458075,0.030812470466541605,0.9322595933224115,-1,arc_fit,0.5715734178196201,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9683249195321472,1017,534,1883,1477,0.4959753787878788,0.5551271645021645,0.0,0.9683249195321472,0.16453761169808293,0.004867976677458075,0.030812470466541605,0.9322595933224115,0.9683249195321472,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11654403366991439,0.6474598388445061,0.8629642526246754,0.11244461216521233,0.11018870687220463,5
37,17031,567.7,00:09:27.700,-0.2999999999999545,0.3686092869830044,0.8598385915956499,0.11312869526219325,0.5328814641493687,0.6938720166683197,0.5470598697662353,0.9700470120939845,0.07408893508964591,0.002191980328096033,0.031042365231750926,0.9344727389431213,-1,arc_fit,0.5791180924006738,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9700470120939845,1046,558,1824,1431,0.4959753787878788,0.5493777056277056,0.0,0.9700470120939845,0.07408893508964591,0.002191980328096033,0.031042365231750926,0.9344727389431213,0.9700470120939845,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11664990800869868,0.6399784168897242,0.8598385915956499,0.11312869526219325,0.11345082315875586,6
47,17041,568.0333333333333,00:09:28.033,0.03333333333330302,0.36836439838034457,0.8600410091413929,0.11111315388059483,0.5306797821939042,0.6894070088863373,0.5470461905002594,0.9693453258480589,0.12387896207317955,0.003665058049502354,0.030890694100994313,0.9336493449169199,-1,arc_fit,0.5775076787435518,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9693453258480589,1025,541,1870,1467,0.4959753787878788,0.551948051948052,0.0,0.9693453258480589,0.12387896207317955,0.003665058049502354,0.030890694100994313,0.9336493449169199,0.9693453258480589,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11515124233212654,0.6423912638981575,0.8600410091413929,0.11111315388059483,0.11312532264945106,7
39,17033,567.7666666666667,00:09:27.767,-0.2333333333333485,0.3670457609620346,0.8565104094099807,0.1099399604897624,0.5307402835553925,0.6847303539514542,0.542466726899147,0.9679076724253873,0.16285853977007891,0.004818299993197601,0.031045744000879498,0.9314055391899667,-1,arc_fit,0.5760526722740238,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9679076724253873,1049,544,1803,1472,0.4959753787878788,0.5530979437229437,0.0,0.9679076724253873,0.16285853977007891,0.004818299993197601,0.031045744000879498,0.9314055391899667,0.9679076724253873,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11673737201508094,0.6397772545222776,0.8565104094099807,0.1099399604897624,0.11226380837307133,8
18,17012,567.0666666666667,00:09:27.067,-0.9333333333332803,0.36546327737452283,0.8598966939691192,0.11057593216115377,0.5319468259167612,0.6743205338716507,0.5460903227329255,0.9700328086344837,0.14819152464996563,0.004384364634614368,0.0306670773174677,0.933580811334672,-1,arc_fit,0.5762720241763672,False,False,True,manual_coordinates,-1,True,mean,7,15,182,True,0.5,crop_resize,0.9700328086344837,1078,581,1756,1405,0.4959753787878788,0.5500541125541125,0.0,0.9700328086344837,0.14819152464996563,0.004384364634614368,0.0306670773174677,0.933580811334672,0.9700328086344837,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11511606350634966,0.6282674842158665,0.8598966939691192,0.11057593216115377,0.11346021302012521,9
50,17044,568.1333333333333,00:09:28.133,0.13333333333332575,0.3599631787100416,0.8552404082813789,0.10953350461827156,0.520341351904295,0.6728474497795105,0.5456833481788635,0.9685458586000372,0.13199565578730063,0.0039051969167840424,0.03120180180419346,0.9320964157829229,-1,arc_fit,0.5692119740399637,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.9685458586000372,1016,532,1890,1482,0.4959753787878788,0.5432562229437229,0.0,0.9685458586000372,0.13199565578730063,0.0039051969167840424,0.03120180180419346,0.9320964157829229,0.9685458586000372,True,1,0,0,raw/thermal/20260227_024313.tiff,0.11489235145182702,0.6095106564513055,0.8552404082813789,0.10953350461827156,0.1106389727474249,10
