search_order,candidate_video_frame_index,candidate_video_time_s,candidate_video_time,distance_from_anchor_s,aggregate_score,center_score,min_window_score,pad_geometry_mean,masked_visual_mean,full_visual_mean,center_pad_geometry_score,center_pad_center_error_px,center_pad_center_error_ratio,center_pad_radius_error_ratio,center_pad_ring_iou,center_pad_thermal_circle_rank,video_circle_source,video_circle_confidence,video_circle_partial,video_circle_smoothed,thermal_circle_confirmed,manual_circle_source,selected_rank,geometry_hard_pass,aggregation,strategy_rank,evaluated_strategy_count,candidate_strategy_count,circle_filter_applied,min_circle_alignment,transform_type,spatial_score,crop_x,crop_y,crop_w,crop_h,thermal_edge_density,video_edge_density,base_similarity,circle_alignment,pad_center_error_px,pad_center_error_ratio,pad_radius_error_ratio,pad_ring_iou,pad_geometry_score,pad_geometry_hard_pass,pad_thermal_circle_rank,keypoint_matches,keypoint_inliers,source_tiff,score_tiff_m2,score_tiff_m1,score_tiff_p0,score_tiff_p1,score_tiff_p2,rank
61,8775,292.5,00:04:52.500,0.5,0.6487644877158167,0.8421131806122197,0.48713477188747517,0.7090335674962269,0.55055271089077,0.5025449112057686,0.9995583997394692,0.15745075070586495,0.001968134383823312,0.00016129664247230835,0.9993097999528459,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,1,15,182,True,0.5,crop_resize,0.9995583997394692,1057,696,1628,1302,0.43523403679653677,0.4910376082251082,0.0,0.9995583997394692,0.15745075070586495,0.001968134383823312,0.00016129664247230835,0.9993097999528459,0.9995583997394692,True,1,0,0,raw/thermal/20260226_030500.tiff,0.6658911964165041,0.6688452164267591,0.8421131806122197,0.5798380732361264,0.48713477188747517,1
62,8776,292.53333333333336,00:04:52.533,0.5333333333333599,0.616583756983671,0.8312075862161711,0.4485934987751205,0.6586840227710793,0.5488659426569938,0.512226565182209,0.97023239294266,0.183707466784611,0.0022963433348076375,0.030875711878943335,0.9350647404863424,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,8,15,182,True,0.5,crop_resize,0.97023239294266,1111,712,1551,1266,0.43523403679653677,0.4820413961038961,0.0,0.97023239294266,0.183707466784611,0.0022963433348076375,0.030875711878943335,0.9350647404863424,0.97023239294266,True,1,0,0,raw/thermal/20260226_030500.tiff,0.5590300423895684,0.6354609325449276,0.8312075862161711,0.608626724992567,0.4485934987751205,2
60,8774,292.46666666666664,00:04:52.467,0.46666666666664014,0.5675610996350524,0.8459148624689645,0.4426232674560364,0.5887547774291768,0.5343850493431092,0.5127423197031021,0.9997831895032399,0.1102428234062567,0.0013780352925782087,9.360284357882165e-05,0.9996618520781392,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,1,15,182,True,0.5,crop_resize,0.9997831895032399,1047,696,1638,1311,0.43523403679653677,0.5134266774891775,0.0,0.9997831895032399,0.1102428234062567,0.0013780352925782087,9.360284357882165e-05,0.9996618520781392,0.9997831895032399,True,1,0,0,raw/thermal/20260226_030500.tiff,0.5358402452665881,0.5428587702174095,0.8459148624689645,0.4705683527662638,0.4426232674560364,3
63,8777,292.56666666666666,00:04:52.567,0.5666666666666629,0.4810098898527551,0.8478197518653271,0.057637143290387015,0.5106788264338186,0.5317929849028588,0.5070269241929054,0.9991174609487785,0.22281213192673233,0.002785151649084154,2.8566642337324312e-05,0.9986218592242129,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,1,15,182,True,0.5,crop_resize,0.9991174609487785,1092,705,1603,1283,0.43523403679653677,0.487790854978355,0.0,0.9991174609487785,0.22281213192673233,0.002785151649084154,2.8566642337324312e-05,0.9986218592242129,0.9991174609487785,True,1,0,0,raw/thermal/20260226_030500.tiff,0.4398974267430925,0.6109214965575966,0.8478197518653271,0.4487736308073723,0.057637143290387015,4
59,8773,292.43333333333334,00:04:52.433,0.4333333333333371,0.45422576203059195,0.8467693865010104,0.08879939437294307,0.5002304888129482,0.525362154841423,0.510150422155857,0.9986702787889825,0.1434249241784855,0.0017928115522310689,3.0429725126168704e-05,0.999428690376304,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,2,15,182,True,0.5,crop_resize,0.9986702787889825,1039,681,1636,1335,0.43523403679653677,0.5120738636363636,0.0,0.9986702787889825,0.1434249241784855,0.0017928115522310689,3.0429725126168704e-05,0.999428690376304,0.9986702787889825,True,1,0,0,raw/thermal/20260226_030500.tiff,0.4232310381564245,0.4456881203275501,0.8467693865010104,0.46664087079503164,0.08879939437294307,5
64,8778,292.6,00:04:52.600,0.6000000000000227,0.3496492305767511,0.7448565494768579,0.06869964056239958,0.4032531819079887,0.5166665807366371,0.4992624491453171,0.8595621546495815,0.11968768663098998,0.0014960960828873748,0.07402808249544872,0.6832022256617315,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,12,15,182,True,0.5,crop_resize,0.8595621546495815,1026,668,1736,1362,0.43523403679653677,0.47233495670995673,0.0,0.8595621546495815,0.11968768663098998,0.0014960960828873748,0.07402808249544872,0.6832022256617315,0.8595621546495815,True,1,0,0,raw/thermal/20260226_030500.tiff,0.3287786648569455,0.5220138922797314,0.7448565494768579,0.0838974057078213,0.06869964056239958,6
38,8752,291.73333333333335,00:04:51.733,-0.2666666666666515,0.3488552418128253,0.845815204042152,0.07691472038974577,0.4962992442218447,0.5379777818918228,0.5277591347694397,0.9989608124402173,0.0618477577873767,0.0007730969723422087,5.871298092863242e-05,0.9998935122485939,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,1,12,146,True,0.5,crop_resize,0.9989608124402173,872,630,1942,1523,0.43523403679653677,0.5319264069264069,0.0,0.9989608124402173,0.0618477577873767,0.0007730969723422087,5.871298092863242e-05,0.9998935122485939,0.9989608124402173,True,1,0,0,raw/thermal/20260226_030500.tiff,0.0904609310208441,0.6301116285531855,0.845815204042152,0.10097372505819908,0.07691472038974577,7
39,8753,291.76666666666665,00:04:51.767,-0.2333333333333485,0.3352705616057361,0.8225907910915736,0.07176346198979344,0.4743887763773034,0.53231740295887,0.5275399386882782,0.9709404231726396,0.4091275499874314,0.005114094374842892,0.02911419756206506,0.9384616949927033,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,5,14,155,True,0.5,crop_resize,0.9709404231726396,850,605,1983,1555,0.43523403679653677,0.5233022186147186,0.0,0.9709404231726396,0.4091275499874314,0.005114094374842892,0.02911419756206506,0.9384616949927033,0.9709404231726396,True,1,0,0,raw/thermal/20260226_030500.tiff,0.09951729040231226,0.5889028708570128,0.8225907910915736,0.09357839368798833,0.07176346198979344,8
37,8751,291.7,00:04:51.700,-0.30000000000001137,0.32542212495775563,0.8391692295218002,0.0782214825752889,0.4555129824499284,0.5413048699498176,0.5240750417113305,0.9827886337721181,0.9630355982535086,0.012037944978168857,2.1272160385166217e-05,0.9745668277213563,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,1,11,140,True,0.5,crop_resize,0.9827886337721181,852,627,1954,1533,0.43523403679653677,0.5284429112554112,0.0,0.9827886337721181,0.9630355982535086,0.012037944978168857,2.1272160385166217e-05,0.9745668277213563,0.9827886337721181,True,1,0,0,raw/thermal/20260226_030500.tiff,0.0858647394359489,0.5239496697781691,0.8391692295218002,0.09990550347757104,0.0782214825752889,9
40,8754,291.8,00:04:51.800,-0.19999999999998863,0.3237718527657337,0.824403411558549,0.07111323858715962,0.4611615130319202,0.5245285898447036,0.5235158681869507,0.9737895767830584,0.16751872550989327,0.002093984068873666,0.02887870950173106,0.9429945434233662,-1,tracked_hough,0.98,False,False,True,manual_coordinates,-1,True,mean,5,15,161,True,0.5,crop_resize,0.9737895767830584,864,608,1966,1542,0.43523403679653677,0.5220508658008658,0.0,0.9737895767830584,0.16751872550989327,0.002093984068873666,0.02887870950173106,0.9429945434233662,0.9737895767830584,True,1,0,0,raw/thermal/20260226_030500.tiff,0.10035595110518977,0.5286777439619773,0.824403411558549,0.09430891861579295,0.07111323858715962,10
